text,label,category_id,text_clean,class_prediction
Barang sesuai pesanan sesuai dengan harga puas pokoknyaa sudah,Produk,0,barang sesuai pesan sesuai harga puas pokoknyaa,Customer Service
Produk sudah sampai dengan baik kecepatan pengirim sangat baik. Recommended seller,Layanan Pelanggan,1,produk baik cepat kirim baik recommended seller,Customer Service
cepat banget cuman 1 hari sampai padahal pakai paket reguler untuk kualitas barangnya oke sesuai dengan harga recommended seller! :),Layanan Pelanggan,1,cepat banget cuman 1 hari pakai paket reguler untuk kualitas barang oke sesuai harga recommended seller,Customer Service
Barang sudah diterima trm ksh,Pengiriman,2,barang terima trm ksh,Shipping/Delivery
Joss gandos pokoke joystick ne ,Produk,0,joss gandos pokoke joystick ne,Product
Ooookkkkkeeeeeeeeeee,Produk,0,ooookkkkkeeeeeeeeeee,Customer Service
Barang berfungsi dengan baik packing aman oge :v,Layanan Pelanggan,1,barang fungsi baik packing aman oge v,Customer Service
Barang bagus packing rapi thanks gan ^^,Layanan Pelanggan,1,barang bagus packing rapi thanks gan,Customer Service
barangnya cepat sampai kok.bagus gan.,Pengiriman,2,barang cepat kok bagus gan,Shipping/Delivery
mantap bos barangnya,Produk,0,mantap bos barang,Product
Barang bagus sesuai gambar terima kasih 👍👍,Produk,0,barang bagus sesuai gambar terima kasih,Product
barang cepat sampai packing rapi plug dan play,Layanan Pelanggan,1,barang cepat packing rapi plug play,Customer Service
ok barang sudah sampaiberfungsi dengan baik thanks,Produk,0,ok barang sampaiberfungsi baik thanks,Product
Produk bagus lumayanlah daripada beli di tempat ecek-ecek. semoga awet.,Produk,0,produk bagus lumayan beli tempat ecek moga awet,Product
mantap lah lumayan nuhun,Produk,0,mantap lumayan nuhun,Product
Produk yang diterima sesuai dengan gambar thanks gan,Produk,0,produk terima sesuai gambar thanks gan,Product
barang sesuai deskripsi belum dicoba sih tapi mudah mudahan bisa. thanks,Produk,0,barang sesuai deskripsi coba sih mudah mudah bisa thanks,Product
kualitas baik dapat digunakan dengan nyaman,Produk,0,kualitas baik guna nyaman,Product
Sesuai deskripsi high respon,Produk,0,sesuai deskripsi high respon,Product
mantap gan sukses terus gan ,Layanan Pelanggan,1,mantap gan sukses terus gan,Customer Service
Barangnya bagus gan sticknya enak dipakai,Produk,0,barang bagus gan sticknya enak pakai,Product
Barang oke kualitas juga oke,Produk,0,barang oke kualitas oke,Product
terima kasih Barang Sudah mendarat mudah2an awet,Pengiriman,2,terima kasih barang darat mudah2an awet,Shipping/Delivery
sangat baik kualitasnnya,Produk,0,baik kualitasnnya,Product
saya order yang tipe MQ 71 4BDF malah seller kirim tipe lain yang saya gak suka 😈 kalo emang gak ada stocknya tlg dong saya diberitahu jadi saya bs pilih model lain. saya kapoklah gak mau belanja di tokoh ini langsung,Layanan Pelanggan,1,order tipe mq 71 4bdf seller kirim tipe gak suka kalo emang gak stocknya tlg diberitahu jadi bs pilih model lain kapok gak belanja tokoh langsung,Customer Service
Kualitas biasa saja modelny juga standar cenderung krg tapi dapat pas flessel jadi ya ntap juga,Produk,0,kualitas modelny standar cenderung krg pas flessel jadi ya ntap,Product
belum sempat di coba. Thnxx,Produk,0,coba thnxx,Shipping/Delivery
"dikirim jam 12.00 terima jam 17.00
Pengiriman cepat",Pengiriman,2,kirim jam 12 00 terima jam 17 00 kirim cepat,Shipping/Delivery
Proses dan Pengiriman luar biasa cepat packing aman dan yang paling penting gamepad berfungsi dengan sangat baik (kompatibel windows 10) plug dan play tanpa perlu install driver (tapi CD instalasi juga termasuk di paket). Great product great seller!,Produk,0,proses kirim luar cepat packing aman penting gamepad fungsi baik kompatibel windows 10 plug play perlu install driver tapi cd instalasi masuk paket great product great seller,Product
pelayanan dan barang oke,Layanan Pelanggan,1,layan barang oke,Product
Mudah2an semua berfungsi baik terima kasih,Produk,0,mudah2an fungsi baik terima kasih,Shipping/Delivery
Packing ok mantap cuma kecil sekali ya gan. Bayangan saya tidak sekecil itu.,Produk,0,packing ok mantap ya gan bayang kecil itu,Product
ggwp 1 hari sampai mantap jiwa,Pengiriman,2,ggwp 1 hari mantap jiwa,Shipping/Delivery
"Barang sudah sampai
Ok",Pengiriman,2,barang ok,Customer Service
Pelayanan cepat barangnya oke,Layanan Pelanggan,1,layan cepat barang oke,Customer Service
Barang sesuai dengan deskripsi produk bagus,Produk,0,barang sesuai deskripsi produk bagus,Product
mantap pokonya Recommended,Produk,0,mantap poko recommended,Customer Service
barang oke dan sesuai pesanan semoga tidak ada masalah thank you,Produk,0,barang oke sesuai pesan moga masalah thank you,Customer Service
Produk yang dikirim berbeda dengan pics karena di pics hanya ada warna strap hitam saya pikir hanya itu yang tertera. Ternyata barang yang dikirim strap coklat ring gold kurang cocok untuk pria. Alhasil gak jadi pakai. Overall jamnya bagus. Hanya box nya saja kurang menarik.,Produk,0,produk kirim beda pics pics warna strap hitam pikir tera nyata barang kirim strap coklat ring gold kurang cocok untuk pria alhasil gak jadi pakai overall jam bagus box nya kurang tarik,Product
Sesuai dengan deskripsi iklanoriginal berkualitas baik,Produk,0,sesuai deskripsi iklanoriginal kualitas baik,Product
barang dikemas dengan mulus overall memuaskan,Layanan Pelanggan,1,barang kemas mulus overall muas,Customer Service
respon cepat. Produk sesuai dengan gambar,Layanan Pelanggan,1,respon cepat produk sesuai gambar,Customer Service
Baik bagus tepat waktu,Pengiriman,2,baik bagus tepat waktu,Product
Service cepat produk unik cocok buat kado,Layanan Pelanggan,1,service cepat produk unik cocok kado,Customer Service
Selama beli barang di tokopedia baru ini Pengiriman yang super cepat haha. Gak sampai sejam dari pemesanan langsung datang. Thanks gan sukses terus,Pengiriman,2,beli barang tokopedia baru kirim super cepat haha gak jam mesan langsung datang thanks gan sukses terus,Shipping/Delivery
Saya pesan item di kasihnya warna putih,Layanan Pelanggan,1,pesan item kasih warna putih,Customer Service
Barangnya sesuai dan bisa digunakan dengan baik,Produk,0,barang sesuai guna baik,Product
mantap barang.sesuai deskrip,Produk,0,mantap barang sesuai deskrip,Product
"Barang sudah mendarat kak
Joosss banget kak barang nya
Dan pst nya saya sangat bahagia bisa mendapatkan jam ini secara FLASH SALE
Terima kasih tokopedia dan Terima kasih juga untuk kk pmilik tokoh ini  
Sukses slalu",Layanan Pelanggan,1,barang darat kak joosss banget kak barang nya pst nya bahagia dapat jam cara flash sale terima kasih tokopedia terima kasih untuk kk pmilik tokoh sukses slalu,Customer Service
Good seller respon cepat barang selamat :),Layanan Pelanggan,1,good seller respon cepat barang selamat,Customer Service
Barang bgus sesuai gambar,Produk,0,barang bgus sesuai gambar,Product
Barang bagus packing bagus cma respon tokoh dan proses update pembeliannya lama sampai nyaris habis batas waktu. Mohon ditingakatkan respon dari admin tokonya. thanks.,Layanan Pelanggan,1,barang bagus packing bagus cma respon tokoh proses update beli habis batas waktu mohon ditingakatkan respon admin toko thanks,Customer Service
Sangatttt recommended banget pedagang pling cepat menurut gw pesen kemarin sore. Hari ini sudah datang aja kalian harus beli disini,Pengiriman,2,sangatttt recommended banget dagang pling cepat turut gw sen kemarin sore hari datang aja beli,Shipping/Delivery
barang sudah Sampek dan berfungsi dengan baik.thnx,Produk,0,barang sampek fungsi baik thnx,Product
Bagus Om  berfungsi dengan baik sukses !,Produk,0,bagus om fungsi baik sukses,Product
Sesuai harga cocok oke,Produk,0,sesuai harga cocok oke,Product
Barangnya gemeeeshhhh ori semoga awet,Produk,0,barang gemeeeshhhh ori moga awet,Product
terima kasih barang sudah keterima kasihajamnya ternyata keciltapi gpp lah ada discountnya juga jadi barang sesuai harga.,Produk,0,terima kasih barang terima kasihajamnya nyata keciltapi gpp discountnya jadi barang sesuai harga,Product
Fast response fast delivery good product thanks seller dan tokopedia,Layanan Pelanggan,1,fast response fast delivery good product thanks seller tokopedia,Customer Service
Barang sampai dengan selamat. Sesuai pesanan. Fast respon.,Layanan Pelanggan,1,barang selamat sesuai pesan fast respon,Customer Service
Bagus cepat sampai barang normal rec seller,Layanan Pelanggan,1,bagus cepat barang normal rec seller,Customer Service
Barang sesuai deskripsi. Packing rapi. Recommend,Produk,0,barang sesuai deskripsi packing rapi recommend,Product
pokoknyaa kecceh 👍 semua okke,Produk,0,pokoknyaa kecceh okke,Product
semua port berfungsi dengan baik. mantap,Produk,0,port fungsi baik mantap,Product
Top.seller oke 👌 sukses,Layanan Pelanggan,1,top seller oke sukses,Customer Service
mantap barangnya berfungsi 100% cuman kendala Pengiriman aja sempet salah rute tapi Alhamdulillah sampai juga hehe thanks,Produk,0,mantap barang fungsi 100 cuman kendala kirim aja sempet salah rute alhamdulillah hehe thanks,Product
gak sesuai yang di kirim bukan mtech tapi gpp lah thanks,Produk,0,gak sesuai kirim mtech gpp thanks,Product
barangg sudah diterima packaging baik cukup memuaskan,Layanan Pelanggan,1,barangg terima packaging baik cukup muas,Customer Service
Barang sudah sampai ya dan persis seperti di foto,Produk,0,barang ya persis foto,Product
murah. cepat dan berfungsi,Produk,0,murah cepat fungsi,Shipping/Delivery
Barang cepat sampainyaa! Trusted juga. Thankyou Multi Komputer!🖐,Pengiriman,2,barang cepat sampainyaa trusted juga thankyou multi komputer,Customer Service
*5 untuk produk *3 pelayanan,Produk,0,5 untuk produk 3 layan,Customer Service
Sempurna persis apa yang saya inginkan,Produk,0,sempurna persis,Product
Kerennn sesuai ama yang di foto pulaa hehehe,Produk,0,kerennn sesuai ama foto pulaa hehehe,Product
Stik yang satunya ada tombol yang gak berfungsi om Bagian L1 tapi gpp ane jarang maen PES juga soalnya Yang satunya OK 👍,Produk,0,stik satu tombol gak fungsi om bagi l1 gpp ane jarang maen pes soal satu ok,Product
Jam tangan yang sangat indah dan ringan.,Produk,0,jam tangan indah ringan,Product
Produk mantap pengiriman cepat,Produk,0,produk mantap kirim cepat,Product
Sory ulasan nya telat banget pindah hp soalnya harga bagus barang bagus Pengiriman cepat mantap,Pengiriman,2,sory ulas nya telat banget pindah hp soal harga bagus barang bagus kirim cepat mantap,Shipping/Delivery
Barang oke tapi belum di test. thanks seller,Produk,0,barang oke test thanks seller,Product
mantap langsung bisa maninan PES,Produk,0,mantap langsung maninan pes,Product
Wokeh mantap boleh dicoba untuk yang cari PORT USB,Produk,0,wokeh mantap coba untuk cari port usb,Product
Pengiriman sesuai apa yang diminta pesen siang sore langsung sampai best seller ever 👍,Layanan Pelanggan,1,kirim sesuai minta sen siang sore langsung best seller ever,Customer Service
Barang sesuai permintaan Pengiriman cepat Thanks gan,Pengiriman,2,barang sesuai minta kirim cepat thanks gan,Customer Service
"fast respon
thankssssssssssssss",Layanan Pelanggan,1,fast respon thankssssssssssssss,Customer Service
Barang sudah sampai fast respon keren deh pokoknyaa! ,Layanan Pelanggan,1,barang fast respon keren deh pokoknyaa,Customer Service
Nice product recommended seller,Produk,0,nice product recommended seller,Product
Ternyata jamnya kecil tapi barang bagus. Lumayancuma 25rb. thanks,Produk,0,nyata jam barang bagus lumayancuma 25rb thanks,Product
Barang oke packing oke ori juga.,Produk,0,barang oke packing oke ori juga,Product
Kualitas sesuai harga bagian samping jam sedikit keras jadi kdengan tidak nyaman ke kulit. Overall baik :),Produk,0,kualitas sesuai harga bagi samping jam keras jadi kdengan nyaman kulit overall baik,Product
penjualnya ramah chat cepat dibalasnya. Pengiriman via gosend cepat order pagi sore sudah tiba. padahal jakarta - tangerang. kualitas barang sesuai deskripsi.,Layanan Pelanggan,1,jual ramah chat cepat balas kirim via gosend cepat order pagi sore tiba jakarta - tangerang kualitas barang sesuai deskripsi,Customer Service
Bagus bagus bagus kereeeeen,Produk,0,bagus bagus bagus kereeeeen,Product
Barang oke mudah2an awet.,Produk,0,barang oke mudah2an awet,Product
ok Bagus bisa dipakai normal tank,Produk,0,ok bagus pakai normal tank,Product
Awalnya kecewa karena tidak dapat digunakan sama sekali di PES 2016. Setelah coba di PES 2017 lancar sekali dan bagus semua fungsi normal. Terima kasih packaging juga rapi dan aman.,Produk,0,awal kecewa guna pes 2016 coba pes 2017 lancar bagus fungsi normal terima kasih packaging rapi aman,Product
Ok dan sesuai deskripsi,Produk,0,ok sesuai deskripsi,Product
Produk sesuai yang ditawarkan,Produk,0,produk sesuai tawar,Product
Gagah dipakaiyang pasti pengiriman cepat banget. Sukses trs,Pengiriman,2,gagah dipakaiyang kirim cepat banget sukses trs,Shipping/Delivery
Saya sangat puas. Barang sesuai yang diharapkan,Produk,0,puas barang sesuai harap,Customer Service
Pengiriman cepat packing rapi good merchant,Pengiriman,2,kirim cepat packing rapi good merchant,Shipping/Delivery
cepat sigap murah berfungsi dengan baik,Layanan Pelanggan,1,cepat sigap murah fungsi baik,Customer Service
barangnya cepat nyampe,Pengiriman,2,barang cepat nyampe,Shipping/Delivery
Dapat dari flash sale barang original pengiriman rapi memuaskan 😉,Layanan Pelanggan,1,flash sale barang original kirim rapi muas,Customer Service
sip barang normal tanpa ada masalah.,Produk,0,sip barang normal masalah,Product
Barangnya bagus sekali respon juga bagus,Produk,0,barang bagus respon bagus,Product
sip. dari 300rebu jadi 25rebu. Kamsia promonya. Hehe,Layanan Pelanggan,1,sip 300rebu jadi 25rebu kamsia promonya hehe,Product
Packing bagus fast respon barang bagus,Layanan Pelanggan,1,packing bagus fast respon barang bagus,Customer Service
Sudah diterima dengan baik gan,Layanan Pelanggan,1,terima baik gan,Customer Service
TERIMA KASIHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,Layanan Pelanggan,1,terima kasihhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,Product
Sesuai deskripsi Good job,Produk,0,sesuai deskripsi good job,Product
wuis. barang sesuai deskrpisi makasi gannn,Produk,0,wuis barang sesuai deskrpisi makas gannn,Product
barang sudah diterima dengan baik dan sudah di tes juga OKE,Produk,0,barang terima baik tes oke,Product
Aman gan barangnya ,Layanan Pelanggan,1,aman gan barang,Customer Service
bagian usb nya agak longgar jadi pas masuk di port goyang goyang sudah di colok mati idup mati idup,Produk,0,bagi usb nya longgar jadi pas masuk port goyang goyang colok mati idup mati idup,Product
Puasssssss. Sesuaiiiiiiiiii,Layanan Pelanggan,1,puasssssss sesuaiiiiiiiiii,Product
Keren barangnya dan tepat waktu,Produk,0,keren barang tepat waktu,Product
ada harga ada rupa. dengan harga segini tergolong cukup baik. plusnya murah dan lancar digunakan (tested on PES 17). minusnya ringakih ringan tombol ada yang tidak presisi.,Produk,0,harga rupa harga gin golong cukup baik plus murah lancar guna tested on pes 17 minus ringakih ringan tombol presisi,Product
"Cepat sampainya
Packing rapi",Layanan Pelanggan,1,cepat sampai packing rapi,Shipping/Delivery
Kirain bisa make stik ini buat gta v,Produk,0,kirain make stik gta v,Product
ntap soul Recommended seller,Layanan Pelanggan,1,ntap soul recommended seller,Customer Service
terima kasih gan barang diterima proses Pengiriman cepat semoga awet gan,Pengiriman,2,terima kasih gan barang terima proses kirim cepat moga awet gan,Shipping/Delivery
Sadis!! Produk oke fast response,Layanan Pelanggan,1,sadis produk oke fast response,Customer Service
ongakirnya gratis dong kayak tokoh sebelah (LZ) ak kal beli di tokoh sebelah selalu gratis ongakir,Pengiriman,2,ongakirnya gratis kayak tokoh belah lz ak kal beli tokoh belah gratis ongakir,Shipping/Delivery
barang sudah nyampe. Belum sempet di buka sama coba. maleman dikit nanti di test ,Pengiriman,2,barang nyampe sempet buka coba maleman dikit test,Shipping/Delivery
Respon cepat barang sesuai dengan foto,Layanan Pelanggan,1,respon cepat barang sesuai foto,Customer Service
mantaap barang cepat sampaiiii dan kualitas tetap terjagaa !! stick nya brfungsi semuaa dan kg ad yang lecet maupun rusak. dan suport di windows 10 kg pakai sttingan lagi langsung pacal ,Produk,0,mantaap barang cepat sampaiiii kualitas tetap terjagaa stick nya brfungsi semuaa kg ad lecet rusak suport windows 10 kg pakai sttingan langsung pacal,Product
barangnya bagus sesuai deskripsi gambar,Produk,0,barang bagus sesuai deskripsi gambar,Product
Stick yang datang ada 2 tombol yang tidak berfungsi,Produk,0,stick datang 2 tombol fungsi,Product
Bos kuu,Layanan Pelanggan,1,bos kuu,Customer Service
barang bagus packingnya rapi. sellernya ramah dan fastresponddd top banget deh,Layanan Pelanggan,1,barang bagus packingnya rapi sellernya ramah fastresponddd top banget deh,Customer Service
Top seller deh meskipun JNEnya lama,Layanan Pelanggan,1,top seller deh jnenya,Product
"murah gila flash sale 25rb
barang top
recommended seller",Layanan Pelanggan,1,murah gila flash sale 25rb barang top recommended seller,Customer Service
Produk akurat respon cepat.,Layanan Pelanggan,1,produk akurat respon cepat,Customer Service
"thanks gan Pengiriman cepat 
Kualitas mantap pokokee.",Pengiriman,2,thanks gan kirim cepat kualitas mantap pokokee,Customer Service
Barang sesuai deskripsi dan pengirimannya cepat.,Pengiriman,2,barang sesuai deskripsi kirim cepat,Shipping/Delivery
Barang sesuai berfungsi dengan baik,Produk,0,barang sesuai fungsi baik,Product
mantap cuco meong pokonya tooop banget lah  Thanks banget gan,Produk,0,mantap cuco meong poko tooop banget thanks banget gan,Product
Sesuai dengan penjelasan,Layanan Pelanggan,1,sesuai jelas,Product
Ok lah ok lah ok lah ok lah,Layanan Pelanggan,1,ok ok ok ok,Customer Service
Beli di flashsale produk bagus packing rapi dan aman pengiriman cepat ,Layanan Pelanggan,1,beli flashsale produk bagus packing rapi aman kirim cepat,Customer Service
barang sudah sampai sudah dicoba lancar jaya gak ada masalah mantap,Produk,0,barang coba lancar jaya gak masalah mantap,Shipping/Delivery
barang yang dikirim sesuai dengan gambar,Produk,0,barang kirim sesuai gambar,Product
Cepat dan oke banget controler nya enak dipakai cukup ringan respon tombol baik saya gunakan di usb laptop oke maen PS emulator cocok banget pokoke ajiiip,Produk,0,cepat oke banget controler nya enak pakai cukup ringan respon tombol baik guna usb laptop oke maen ps emulator cocok banget pokoke ajiiip,Product
Produk original keren respon penjual cepat,Layanan Pelanggan,1,produk original keren respon jual cepat,Customer Service
Barang sudah sampai dalam keadaan baik dan cepat di foto jam terlihat lebih besar aslinya jauh lebih kecil hehehe tapi semunya bagus kok!!! Terima kasih,Produk,0,barang ada baik cepat foto jam lihat besar asli jauh hehehe semu bagus kok terima kasih,Product
Barang bagus cepat sampai pokonya Recommended seller ,Produk,0,barang bagus cepat poko recommended seller,Customer Service
mantap pencetan nya empuk semoga awet!,Produk,0,mantap pencet nya empuk moga awet,Product
Produk berkualitas dan pelayanan cepat,Produk,0,produk kualitas layan cepat,Product
Produk dan pelayanan tokonya sangat bagus.,Layanan Pelanggan,1,produk layan toko bagus,Product
barang sudah sampai dan langsung ditest. Button arah bawah tidak berfungsi. Padahal deskripsi ditest sebelum dikirim.,Produk,0,barang langsung ditest button arah bawah fungsi deskripsi ditest kirim,Product
work gannn teiterima kasihhh,Produk,0,work gannn teiterima kasihhh,Product
Pengiriman cepat packingan bagus thanks  ,Pengiriman,2,kirim cepat packingan bagus thanks,Shipping/Delivery
Respon cepat sampai cepat barang okeee ,Layanan Pelanggan,1,respon cepat cepat barang okeee,Customer Service
Cukup bagus. terima kasih banyak.,Layanan Pelanggan,1,cukup bagus terima kasih banyak,Customer Service
Packing rapi bagus (ya),Layanan Pelanggan,1,packing rapi bagus ya,Product
kirain besok nyampeknya. ehh tdi pas pulang sekolah sudah ada barangnya. thanks ,Pengiriman,2,kirain besok nyampeknya ehh tdi pas pulang sekolah barang thanks,Shipping/Delivery
barangnya sesuai gambar fast respond,Layanan Pelanggan,1,barang sesuai gambar fast respond,Customer Service
Saya beli 2 stik. cuma satu yang jalan satunya lagi analognya rusak. kecewa. baru pertama kali ngasih bintang 3 di tokopedia males ikut proses retur mending di pretelin aja buat sparepart stik yang satunya tolong di tingakatkan lagi kualitasnya. terima kasih,Produk,0,beli 2 stik satu jalan satu analog rusak kecewa baru pertama kali ngasih bintang 3 tokopedia males ikut proses retur mending pretelin aja sparepart stik satu tolong tingakatkan kualitas terima kasih,Product
Barang masih berfungsi &  bagus tapi Pengiriman agak lama.,Produk,0,barang fungsi bagus kirim lama,Shipping/Delivery
Respon seller super cepat barang berjalan baik 👍👍👍,Layanan Pelanggan,1,respon seller super cepat barang jalan baik,Customer Service
Barang bagus tapi analog kiri sama kanan kalo di setting jadi sama terus selain itu bagus,Produk,0,barang bagus analog kiri kanan kalo setting jadi terus bagus,Product
Produk hebat persis apa yang saya inginkan.,Produk,0,produk hebat persis ingin,Product
Barang bagusssssssss,Produk,0,barang bagusssssssss,Product
mantap barang cepat sampai semoga awet,Layanan Pelanggan,1,mantap barang cepat moga awet,Shipping/Delivery
Sudah diterima. semoga barangnya awet dan sukses terus buat agan.,Pengiriman,2,terima moga barang awet sukses terus agan,Customer Service
maaf terlambat ulasannya. barang sudah diterima dengan sangat baik,Produk,0,maaf lambat ulas barang terima baik,Product
Produk bagus sesuai deskripsi. respon dan Pengiriman cepat. Recommended seller. thanks,Layanan Pelanggan,1,produk bagus sesuai deskripsi respon kirim cepat recommended seller thanks,Customer Service
"Gan barang saya telah terima bagus
 barang rapi.",Layanan Pelanggan,1,gan barang terima bagus barang rapi,Customer Service
barangnya sesuai bagus dan tidak mengecewakan,Produk,0,barang sesuai bagus kecewa,Product
"Jamnya bagus simple dan ori
Tapi ko gak ada kartu garansinya ya?
kalo rusak gimana?",Produk,0,jam bagus simple ori ko gak kartu garansi ya kalo rusak gimana,Product
Respond dan Pengiriman bagus dan cepat sudah saya coba joysticknya bagus masih baru cuman gak enaknya tombol bagian L2 dan R2 nya keq agak mendem jadi gak terlalu enak dipakai kalo make tombol itu but overall nice la,Produk,0,respond kirim bagus cepat coba joysticknya bagus baru cuman gak enak tombol bagi l2 r2 nya keq mendem jadi gak enak pakai kalo make tombol but overall nice la,Product
Karena ini produk flash sale Okelah. Produk baik. Untuk ukuran pria dewasa produk ini terlalu kecil di tangan pengiriman cepat ,Produk,0,produk flash sale oke produk baik untuk ukur pria dewasa produk tangan kirim cepat,Product
Mewah dengan harga murah love it! 💕,Produk,0,mewah harga murah love it,Product
mantap lah  ,Produk,0,mantap,Product
Barang sesuai pesanan. Terima kasih,Layanan Pelanggan,1,barang sesuai pesan terima kasih,Customer Service
mantaaaaaaptop markotop lah,Layanan Pelanggan,1,mantaaaaaaptop markotop,Customer Service
Barang sudah sampai respon cepat packing rapi dan aman walaupun beda merk yang saya request mdh2an kualitasnya sama bagusnya terima kasih,Layanan Pelanggan,1,barang respon cepat packing rapi aman beda merk request mdh2an kualitas bagus terima kasih,Customer Service
Barang sudah sampai terima kasih gan,Pengiriman,2,barang terima kasih gan,Customer Service
keren gan Produknya buat main games,Produk,0,keren gan produk main games,Product
produk sudah diterima dengan baik dan sesuai deskripsi. terima kasih moment watch,Produk,0,produk terima baik sesuai deskripsi terima kasih moment watch,Product
Walaupun barang tidak sesuai yang dipesan tapi senang dengan pelayanan penjual.,Layanan Pelanggan,1,barang sesuai pes senang layan jual,Customer Service
Pengiriman cepat dan berfungsi dengan baik. semoga awet,Pengiriman,2,kirim cepat fungsi baik moga awet,Shipping/Delivery
Pengiriman cepat gamepad bagus dan berfungsi dengan baik,Produk,0,kirim cepat gamepad bagus fungsi baik,Product
Barang sesuai pesanan. Penjual sangat responsif dan barang saya terima dalam kurun waktu 3 jam pemesanan. Terima kasih.,Layanan Pelanggan,1,barang sesuai pesan jual responsif barang terima kurun waktu 3 jam mesan terima kasih,Customer Service
Produk bagus asli sesuai dengan gambar dan deskripsi respon seller cepat rekomendasi nih seller,Produk,0,produk bagus asli sesuai gambar deskripsi respon seller cepat rekomendasi nih seller,Product
Barang telah diterima dan di test hasil baik,Produk,0,barang terima test hasil baik,Product
"Cepat Tepat Akurat Berkualitas :D
Topp seller sudah :D",Layanan Pelanggan,1,cepat tepat akurat kualitas d topp seller d,Customer Service
Cepat. mantaphhh ,Pengiriman,2,cepat mantaphhh,Shipping/Delivery
Cepat respon semoga awet barangnyaa. Thanks,Layanan Pelanggan,1,cepat respon moga awet barangnyaa thanks,Customer Service
Product sesuai dengan iklan,Produk,0,product sesuai iklan,Product
pesanan seusuai dengan deskripsi,Layanan Pelanggan,1,pesan seusuai deskripsi,Customer Service
Sesuai deskrip dan cepat sampai,Pengiriman,2,sesuai deskrip cepat,Shipping/Delivery
Seller responsive barang bagus Pengiriman cepat. Thanks,Layanan Pelanggan,1,seller responsive barang bagus kirim cepat thanks,Customer Service
Barangnya bagus responnya cepat thanks ya gan,Layanan Pelanggan,1,barang bagus responnya cepat thanks ya gan,Customer Service
Packing rapi warna dan tipe yang di beli juga sesuai.,Layanan Pelanggan,1,packing rapi warna tipe beli sesuai,Customer Service
pesana sesuai spesifikasi ,Produk,0,sana sesuai spesifikasi,Product
terima kasihh,Layanan Pelanggan,1,terima kasihh,Customer Service
bagus Pengiriman cepat dan fast respon sukses teruz gan,Layanan Pelanggan,1,bagus kirim cepat fast respon sukses teruz gan,Customer Service
Barang bagus dan stylis dan dinamis,Produk,0,barang bagus stylis dinamis,Product
Jamnya ukuranya kecil jadi ngak sesuai ekspetasi,Produk,0,jam ukuranya jadi ngak sesuai ekspetasi,Product
Pecking barangnya kurang rapi. Pesanan yang pertama packing barang lebih rapi dan bagus. Terima kasih,Layanan Pelanggan,1,pecking barang kurang rapi pesan pertama packing barang rapi bagus terima kasih,Customer Service
Fast respon fast kirim barang bagus tapi ringan,Layanan Pelanggan,1,fast respon fast kirim barang bagus ringan,Customer Service
Barang gak bisa di pakai gimana dong saya mau tuker tolong dongg punya orang soalnyaaa,Produk,0,barang gak pakai gimana tuker tolong dongg punya orang soalnyaaa,Product
"Mantulllll.  
Recommended seller ",Layanan Pelanggan,1,mantulllll recommended seller,Customer Service
maaf baru review. kemasan baik Pengiriman cepat dan sudah dicoba tidak ada masalah kualitas sesuai dengan harga terima kasih ya min,Pengiriman,2,maaf baru review kemas baik kirim cepat coba masalah kualitas sesuai harga terima kasih ya min,Shipping/Delivery
produk berkualitas  :),Produk,0,produk kualitas,Product
Barang sampai dengan selamat dan berfungsi dengan baik. Top Gan,Produk,0,barang selamat fungsi baik top gan,Shipping/Delivery
Barang sesuai deskripsi packing aman pengiriman cepat.,Pengiriman,2,barang sesuai deskripsi packing aman kirim cepat,Shipping/Delivery
Good deh.,Produk,0,good deh,Product
Produk sesuai pengiriman cepat,Layanan Pelanggan,1,produk sesuai kirim cepat,Product
kirimannya cepat packing nya rapi Produknya bekerja sesuai harapan. recomennded banget,Pengiriman,2,kirim cepat packing nya rapi produk kerja sesuai harap recomennded banget,Shipping/Delivery
Sangat menyayangi jam tangan ini. Ini ramping seperti yang Anda harapkan dari jam tangan,Produk,0,sayang jam tangan ini ramping harap jam tangan,Product
Sesuai permintaan dan fast respon 👍🏻,Layanan Pelanggan,1,sesuai minta fast respon,Customer Service
Bagus nyaman dipakai kualitas bagus,Produk,0,bagus nyaman pakai kualitas bagus,Product
Packing rapi dan pengiriman cepat,Pengiriman,2,packing rapi kirim cepat,Customer Service
mantap memuaskan stik berfungsi optimal,Produk,0,mantap muas stik fungsi optimal,Product
Bagus Pengiriman cepat Ori Makasi ya,Pengiriman,2,bagus kirim cepat ori makas ya,Product
mantap ke4nya berjalan dengan sempurna build material juga bagus 👍,Produk,0,mantap ke4nya jalan sempurna build material bagus,Product
Memuaskan sekali harga murah,Produk,0,muas harga murah,Product
"packingnya bagus datengnya cepat.
ok dahh",Pengiriman,2,packingnya bagus datengnya cepat ok dahh,Shipping/Delivery
Mantaaaaab,Produk,0,mantaaaaab,Product
respon cepat barang okee mantap sekali,Layanan Pelanggan,1,respon cepat barang okee mantap,Customer Service
Pengiriman cepat produknya bagus sayang agak kecil,Pengiriman,2,kirim cepat produk bagus sayang,Shipping/Delivery
